,0,1,2
0,"[ 366   76 5912 1298  685  198  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220 1391  198  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  366  738
  414 1298  366   85   17 1600  198  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  366 8899 1298  366
   55 2885   13   20    1  198  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220 8964  198  220  220  220  220  220
  220  220]","[ 366   76 5912 1298  685  198  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220 1391  198  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  366  738
  414 1298  366   85   17 1600  198  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  366 8899 1298  366
   76 5912    1  198  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220 1782  198  220  220  220  220  220  220  220
  220  220]",0
1,"[  318  2672   329  5683    13 34167    13 21950 24036   198   220   220
   220   220   220   220   220  1782   198   220   220   220   220   220
   220   220  3373  7359 24442    29   628   220   220   220   220   220
   220   220   428    13 13345 24546  9783   198   220   220   220   220
   220   220   220   428    13  2860 37103     7   198   220   220   220
   220   220   220   220   220   220   220   220 42638   198   220   220
   220   220   220   220   220   220   220   220   220   220  1635  2488
 15596  1943   198   220   220   220   220   220   220   220   220   220
   220   220   220  1635]","[  318  2672   329  5683    13 34167    13 21950 24036   198   220   220
   220   220   220   220   220  1782   198   220   220   220   220   220
   220   220  3373  7359 24442    29   628   220   220   220   220   220
   220   220   428    13 13345 24546  9783   198   220   220   220   220
   220   220   220  1441   428    26   198   220   220   220  1782   198
   220   220   220 42638   198   220   220   220   220  1635  2488 19734
   198   220   220   220   220  9466   198   220   220   220 20957  6861
  4117  3419  1391   198   220   220   220   220   220   220   220  2208
    13 41659  9783   198]",0
2,"[  883  1528   329  7520  1399 10919   314  3636   447   247    83  1577
   284   711   564   250 32423  5018   829  9248  1304   447   251   351
   606  1752   757 11580   198   198  1890   262   717   640   287   616
  3451  1906 28998  1204  1906    40  1064  3589 13226   257  2589   286
  4167   290  1334 15538    13   314   447   247    76  5586   319   616
  6203   379  1363    11   264  4501   257   649  6891   422   616  4004
  6891   686  1603   287   968  8221   357 31640  8532 22699 19443  5564
  7060   784  1949   606  8133  1444   564   250 35539 12169   784 12301
  1869  4141  5564   459]","[  883  1528   329  7520  1399 10919   314  3636   447   247    83  1577
   284   711   564   250 32423  5018   829  9248  1304   447   251   351
   606  1752   757 11580   198   198  1890   262   717   640   287   616
  3451  1906 28998  1204  1906    40  1064  3589 13226   257  2589   286
  4167   290  5897    13   314   447   247    76   407  1654   644   340
   318    11   475   314   447   247    76 13226   340    13   198   198
    40   447   247    76   407  1654   644   340   318    11   475   314
   447   247    76 13226   340    13   198   198    40   447   247    76
   407  1654   644   340]",0
3,"[  314   550   262 10647   326   340   318  4885    12 34365   992  2876
  4730   523  5967   616  5975   284  2193   326 12301 10417   318   287
  1109   845  4960    11  3805   262  1109   326   262 21221   318 43172
    13   198   198  1135   550   617  2266  8237   284   923    11   290
   262 26383  4888   351   514   262  8364   329  1642   262   331 13513
   266   363 24767   645   479   461 35657   326   356   389  1016   284
   423    13   198   198  1212   373   530   286   883   366   296    70
   810   318   616  3236  9396   286 11464     1  1611   286  9433   780
   561   345   804   379]","[  314   550   262 10647   326   340   318  4885    12 34365   992  2876
  4730   523  5967   616  5975   284  2193   326 12301 10417   318   287
  1109   845  4960    11  3805   262  1109   326   262 21221   318 43172
    13   198   198  1135   550   617  2266  8237   284   923    11   290
   262 26383   373   845  3621   290  8030    13   679   373   845 29549
   546   262  2057   290   262  8237    13   679   373   845 29549   546
   262  8237   290   262  2057    13   679   373   845 29549   546   262
  8237   290   262  2057    13   198   198   464  2057   373   845   922
    13   383  2057   373]",0
4,"[  198   198 38148   352   198   198 10962   352    13   520   540  6029
 21219 19299   357    83    14  1941   329  1123  1729    12  7207   322
   387     8   290  1989   287 23089   357   447   250 16803   387   447
   251     8   739   734   399    12 13049   341 13858   290  1115  7572
   286 23089    25 12948    11 15852 23089   286   642   812  2121   322
  3940   416   642   812   286  6763  2105    11   290 15852  1022  1315
  2121   322   812   290   513  6763  2105   812    13   198   198 16254
 11335   642   198   198 11337   642    13   383  5721   286  4263   319
   262  1364  2380   262]","[  198   198 38148   352   198   198 10962   352    13   520   540  6029
 21219 19299   357    83    14  1941   329  1123  1729    12  7207   322
   387     8   290  1989   287 23089   357   447   250 16803   387   447
   251     8   739   734   399    12 13049   341 13858   290  1115  7572
   286 23089    13   198   198 38148   362   198   198 10962   362    13
   520   540  6029 21219 19299   357    83    14  1941   329  1123  1729
    12  7207   322   387     8   290  1989   287 23089   357   447   250
 16803   387   447   251     8   739   734   399    12 13049   341 13858
   290  1115  7572   286]",0
5,"[   11  6565  2272   326 36550   340    13  1318   389  7767   287   262
  6881   326  9807  2300   866    11 24949   340  1566   340 12229   262
 12109   286   281 17226 29984    13 12511   884  5788    11  1123 29984
  6437    82 19353   284 19353   351   262 19651 17751    72    13   383
  5563   503   612   351   777 11359  6608  1645   284   307   925  4632
   286 22190 12212   960    64  2208    12  8929    12 43337 13360   286
   262  6881    13   198   198   818   674  7573    11   356  4327   284
  1438  1243  3446   355   356   766   606    13  4403  2266  5788   356
   869  4808   445 20178]","[   11  6565  2272   326 36550   340    13  1318   389  7767   287   262
  6881   326  9807  2300   866    11 24949   340  1566   340 12229   262
 12109   286   281 17226 29984    13 12511   884  5788    11  1123 29984
  6437    82 19353   284 19353   351   262 19651 17751    72    13   383
  5563   503   612   389   523 15715   326   484   460   470   307  1775
   351   262 12105  4151    13   198   198   464  6881   318   523 15715
   326   340   338  5340   284   766   340   351   262 12105  4151    13
   198   198   464  6881   318   523 15715   326   340   338  5340   284
   766   340   351   262]",0
6,"[ 7123 37488   523   673  2993   262 12416    11   262   976   355  8599
 15248 46417    13  1375   401 25614   262  1366   284  1148   446   290
   314   373  2077   526   198   198 12218  4849    76 14682   465  1182
    13   366  5195   561   673   466   326    30  4162   670  1028   514
  1701   198   198    54 14907  2810   281  7468    13   366   464   275
   529    64 41399   547  7042   739   262  8065    13  1375   290   607
   661  1244   423 11638   511 22036   561   886   611   262   968  2066
 14131   287 13897   262  8065   526   198   198 25492  6679  6235  3812
   262  6766    13   366]","[ 7123 37488   523   673  2993   262 12416    11   262   976   355  8599
 15248 46417    13  1375   401 25614   262  1366   284  1148   446   290
   314   373  2077   526   198   198 12218  4849    76 14682   465  1182
    13   366  5195   561   673   466   326    30  4162   670  1028   514
  1701   198   198     1    40   836   470   760    13   314   836   470
   760   644   673   373  3612    13   314   836   470   760   644   673
   373  1804    13   314   836   470   760   644   673   373  1804    13
   314   836   470   760   644   673   373  1804    13   314   836   470
   760   644   673   373]",0
7,"[2091   60  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220 3467   12  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220 3467   12  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220 3467   12  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220]","[2091   60  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220 3467   12  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220  220  220  220  220  220  220  220  220  220  220  220  220
  220  220]",0
8,"[  287 21199  7229   290  1568  1973   262 18169  6046  3687   290  7840
  5478   460   307  4752   355   257  1175   286  2116    12 19774    13
  1439   547  9976   286  3572    13  1374   881   815   340  2300   326
   356   691  2227   284  1037    30   198   198  1858   318   257  1807
   326  1239 14170   262  2000   286   880    12 24815 17194   588  6479
  7957  2088   290   465  3182 18539    13   383  1738   356   460   447
   247    83  4545  1854   703   284  2107   318   407   326   612   318
   257   922   835   286   852   281 40061   290  3399  4398   447   247
    83  4499   340    13]","[  287 21199  7229   290  1568  1973   262 18169  6046  3687   290  7840
  5478   460   307  4752   355   257  1175   286  2116    12 19774    13
  1439   547  9976   286  3572    13  1374   881   815   340  2300   326
   356   691  2227   284  1037    30   198   198  1858   318   257  1807
   326  1239  3011  1468    13   383  2126   326   356   389   477   287
   428  1978    13  1320   356   389   477   287   428  1978   780   356
   389   477   287   428  1978    13  1320   356   389   477   287   428
  1978   780   356   389   477   287   428  1978    13   198   198   464
  2126   326   356   389]",0
9,"[  718  1933    25   220   220   220   220   220   220   220   921   743
   691  3708   351   262   661  4750  2029    11   355   880   355  7103
  1866   286   534  1641    13   220   220   220   220   220   220   220
   220   198 18273   345   389   379  1551  1248   812  1468    25   220
   220   220   220   220   220   220   220   220   220   220   220   220
   220   220   921   743   407  3708   422  1367   279    13    76    13
   284   642   257    13    76  1539  4556 11300   284   393   422  1524
    11   670    11  4928    11   393   780   286   281  6334    13   220
   220   220   220   220]","[  718  1933    25   220   220   220   220   220   220   220   921   743
   691  3708   351   262   661  4750  2029    11   355   880   355  7103
  1866   286   534  1641    13   220   220   220   220   220   220   220
   220   198 18273   345   389   379  1551  1248   812  1468    25   220
   220   220   220   220   220   220   220   220   220   220   220   220
   220   220   220   220   220   220   220   220   220   220   220   220
   220   220   220   220   220   220   220   220   220   220   220   220
   220   220   220   220   220   220   220   220   220   220   220   220
   220   220   220   220]",0
